district_id,district_name,state,enrollment,instructional_staff,year,data_source,daily_instructional_minutes,lct_minutes,lct_hours,student_teacher_ratio,lct_percentile,lct_category
2506750,Lenox,MA,783.0,81.85,2023-24,nces_ccd,360,37.63,0.63,9.6,87.7,Very High (>30 min)
2506780,Leominster,MA,6012.0,440.29,2023-24,nces_ccd,360,26.36,0.44,13.7,50.3,High (25-30 min)
2506810,Leverett,MA,142.0,15.44,2023-24,nces_ccd,360,39.14,0.65,9.2,89.4,Very High (>30 min)
2506840,Lexington,MA,6805.0,649.51,2023-24,nces_ccd,360,34.36,0.57,10.5,81.7,Very High (>30 min)
2506900,Lincoln,MA,1033.0,118.1,2023-24,nces_ccd,360,41.16,0.69,8.7,91.2,Very High (>30 min)
2506930,Lincoln-Sudbury,MA,1462.0,128.74,2023-24,nces_ccd,360,31.7,0.53,11.4,74.3,Very High (>30 min)
2506960,Littleton,MA,1674.0,123.18,2023-24,nces_ccd,360,26.49,0.44,13.6,51.1,High (25-30 min)
2506990,Longmeadow,MA,2773.0,244.45,2023-24,nces_ccd,360,31.74,0.53,11.3,74.4,Very High (>30 min)
2507020,Lowell,MA,14273.0,1161.58,2023-24,nces_ccd,360,29.3,0.49,12.3,64.8,High (25-30 min)
2507050,Ludlow,MA,2258.0,194.61,2023-24,nces_ccd,360,31.03,0.52,11.6,71.9,Very High (>30 min)
2507080,Lunenburg,MA,1580.0,113.98,2023-24,nces_ccd,360,25.97,0.43,13.9,48.2,High (25-30 min)
2507110,Lynn,MA,16022.0,1312.1,2023-24,nces_ccd,360,29.48,0.49,12.2,65.5,High (25-30 min)
2507140,Lynnfield,MA,2186.0,160.08,2023-24,nces_ccd,360,26.36,0.44,13.7,50.3,High (25-30 min)
2507170,Malden,MA,6282.0,463.38,2023-24,nces_ccd,360,26.55,0.44,13.6,51.5,High (25-30 min)
2507230,Mansfield,MA,3371.0,296.66,2023-24,nces_ccd,360,31.68,0.53,11.4,74.3,Very High (>30 min)
2507260,Marblehead,MA,2617.0,245.75,2023-24,nces_ccd,360,33.81,0.56,10.6,80.5,Very High (>30 min)
2507290,Marion,MA,389.0,32.8,2023-24,nces_ccd,360,30.35,0.51,11.9,69.3,Very High (>30 min)
2507320,Marlborough,MA,4729.0,410.28,2023-24,nces_ccd,360,31.23,0.52,11.5,72.6,Very High (>30 min)
2507350,Marshfield,MA,3672.0,325.96,2023-24,nces_ccd,360,31.96,0.53,11.3,75.2,Very High (>30 min)
2507380,Martha's Vineyard,MA,681.0,80.43,2023-24,nces_ccd,360,42.52,0.71,8.5,92.1,Very High (>30 min)
2507410,Masconomet,MA,1535.0,131.05,2023-24,nces_ccd,360,30.73,0.51,11.7,70.7,Very High (>30 min)
2507440,Mashpee,MA,1430.0,135.14,2023-24,nces_ccd,360,34.02,0.57,10.6,81.0,Very High (>30 min)
2507470,Mattapoisett,MA,400.0,36.8,2023-24,nces_ccd,360,33.12,0.55,10.9,78.6,Very High (>30 min)
2507500,Maynard,MA,1201.0,115.8,2023-24,nces_ccd,360,34.71,0.58,10.4,82.6,Very High (>30 min)
2507530,Medfield,MA,2504.0,208.92,2023-24,nces_ccd,360,30.04,0.5,12.0,67.9,Very High (>30 min)
2507560,Medford,MA,4134.0,401.4,2023-24,nces_ccd,360,34.96,0.58,10.3,83.1,Very High (>30 min)
2507590,Medway,MA,2159.0,159.87,2023-24,nces_ccd,360,26.66,0.44,13.5,52.0,High (25-30 min)
2507620,Melrose,MA,3892.0,283.7,2023-24,nces_ccd,360,26.24,0.44,13.7,49.7,High (25-30 min)
2507680,Mendon-Upton,MA,2072.0,161.08,2023-24,nces_ccd,360,27.99,0.47,12.9,58.7,High (25-30 min)
2507740,Methuen,MA,6532.0,541.25,2023-24,nces_ccd,360,29.83,0.5,12.1,67.0,High (25-30 min)
2507770,Middleborough,MA,2998.0,213.57,2023-24,nces_ccd,360,25.65,0.43,14.0,46.5,High (25-30 min)
2507830,Middleton,MA,722.0,69.27,2023-24,nces_ccd,360,34.54,0.58,10.4,82.1,Very High (>30 min)
2507860,Milford,MA,4413.0,395.15,2023-24,nces_ccd,360,32.24,0.54,11.2,76.0,Very High (>30 min)
2507890,Millbury,MA,1650.0,130.81,2023-24,nces_ccd,360,28.54,0.48,12.6,61.4,High (25-30 min)
2507920,Millis,MA,1186.0,102.6,2023-24,nces_ccd,360,31.14,0.52,11.6,72.2,Very High (>30 min)
2507980,Milton,MA,4320.0,340.77,2023-24,nces_ccd,360,28.4,0.47,12.7,60.7,High (25-30 min)
2507985,Minuteman Regional Vocational Technical,MA,683.0,82.37,2023-24,nces_ccd,360,43.42,0.72,8.3,92.7,Very High (>30 min)
2507990,Mohawk Trail,MA,806.0,69.89,2023-24,nces_ccd,360,31.22,0.52,11.5,72.6,Very High (>30 min)
2508040,Monson,MA,807.0,88.02,2023-24,nces_ccd,360,39.27,0.65,9.2,89.5,Very High (>30 min)
2508050,Montachusett Regional Vocational Technical,MA,1428.0,118.87,2023-24,nces_ccd,360,29.97,0.5,12.0,67.6,High (25-30 min)
2508160,Mount Greylock,MA,1213.0,110.72,2023-24,nces_ccd,360,32.86,0.55,11.0,77.9,Very High (>30 min)
2508220,Nahant,MA,149.0,10.92,2023-24,nces_ccd,360,26.38,0.44,13.6,50.4,High (25-30 min)
2508250,Nantucket,MA,1683.0,159.73,2023-24,nces_ccd,360,34.17,0.57,10.5,81.3,Very High (>30 min)
2508280,Narragansett,MA,1453.0,98.32,2023-24,nces_ccd,360,24.36,0.41,14.8,39.7,Moderate (20-25 min)
2508310,Nashoba,MA,3031.0,247.35,2023-24,nces_ccd,360,29.38,0.49,12.3,65.1,High (25-30 min)
2508320,Nashoba Valley Regional Vocational Technical,MA,773.0,67.35,2023-24,nces_ccd,360,31.37,0.52,11.5,73.2,Very High (>30 min)
2508340,Natick,MA,5303.0,457.6,2023-24,nces_ccd,360,31.06,0.52,11.6,71.9,Very High (>30 min)
2508370,Needham,MA,5541.0,449.82,2023-24,nces_ccd,360,29.22,0.49,12.3,64.4,High (25-30 min)
2508430,New Bedford,MA,12488.0,1034.05,2023-24,nces_ccd,360,29.81,0.5,12.1,66.9,High (25-30 min)
2508440,Greater New Bedford Regional Vocational Technical,MA,2147.0,196.56,2023-24,nces_ccd,360,32.96,0.55,10.9,78.2,Very High (>30 min)
2508530,New Salem-Wendell,MA,137.0,15.0,2023-24,nces_ccd,360,39.42,0.66,9.1,89.7,Very High (>30 min)
2508580,Newburyport,MA,2162.0,214.93,2023-24,nces_ccd,360,35.79,0.6,10.1,84.7,Very High (>30 min)
2508610,Newton,MA,11752.0,1058.75,2023-24,nces_ccd,360,32.43,0.54,11.1,76.7,Very High (>30 min)
2508640,Norfolk,MA,1041.0,86.79,2023-24,nces_ccd,360,30.01,0.5,12.0,67.8,Very High (>30 min)
2508650,Norfolk County Agricultural,MA,586.0,58.19,2023-24,nces_ccd,360,35.75,0.6,10.1,84.6,Very High (>30 min)
2508670,North Adams,MA,1207.0,125.39,2023-24,nces_ccd,360,37.4,0.62,9.6,87.4,Very High (>30 min)
2508700,North Andover,MA,4463.0,336.44,2023-24,nces_ccd,360,27.14,0.45,13.3,54.5,High (25-30 min)
2508730,North Attleborough,MA,3920.0,301.67,2023-24,nces_ccd,360,27.7,0.46,13.0,57.4,High (25-30 min)
2508760,North Brookfield,MA,407.0,39.4,2023-24,nces_ccd,360,34.85,0.58,10.3,82.9,Very High (>30 min)
2508790,North Middlesex,MA,2994.0,239.45,2023-24,nces_ccd,360,28.79,0.48,12.5,62.6,High (25-30 min)
2508820,North Reading,MA,2317.0,207.69,2023-24,nces_ccd,360,32.27,0.54,11.2,76.1,Very High (>30 min)
2508850,Northampton,MA,2495.0,239.81,2023-24,nces_ccd,360,34.6,0.58,10.4,82.3,Very High (>30 min)
2508860,Northampton-Smith Vocational Agricultural,MA,569.0,64.0,2023-24,nces_ccd,360,40.49,0.67,8.9,90.7,Very High (>30 min)
2508880,Northborough,MA,1634.0,134.18,2023-24,nces_ccd,360,29.56,0.49,12.2,65.8,High (25-30 min)
2508910,Northboro-Southboro,MA,1194.0,109.04,2023-24,nces_ccd,360,32.88,0.55,11.0,78.0,Very High (>30 min)
2508940,Northbridge,MA,1865.0,148.49,2023-24,nces_ccd,360,28.66,0.48,12.6,62.1,High (25-30 min)
2508950,Northern Berkshire Regional Vocational Technical,MA,520.0,48.42,2023-24,nces_ccd,360,33.52,0.56,10.7,79.7,Very High (>30 min)
2508960,Northeast Metropolitan Regional Vocational Technical,MA,1343.0,120.26,2023-24,nces_ccd,360,32.24,0.54,11.2,76.0,Very High (>30 min)
2509000,Norton,MA,2406.0,189.97,2023-24,nces_ccd,360,28.42,0.47,12.7,60.8,High (25-30 min)
2509030,Norwell,MA,2171.0,168.28,2023-24,nces_ccd,360,27.9,0.46,12.9,58.4,High (25-30 min)
2509060,Norwood,MA,3545.0,331.0,2023-24,nces_ccd,360,33.61,0.56,10.7,80.0,Very High (>30 min)
2509090,Edgartown,MA,386.0,46.23,2023-24,nces_ccd,360,43.12,0.72,8.3,92.5,Very High (>30 min)
2509140,Old Colony Regional Vocational Technical,MA,549.0,62.0,2023-24,nces_ccd,360,40.66,0.68,8.9,90.8,Very High (>30 min)
2509150,Old Rochester,MA,1041.0,89.56,2023-24,nces_ccd,360,30.97,0.52,11.6,71.7,Very High (>30 min)
2509180,Orange,MA,523.0,41.99,2023-24,nces_ccd,360,28.9,0.48,12.5,63.1,High (25-30 min)
2509210,Orleans,MA,142.0,21.33,2023-24,nces_ccd,360,54.08,0.9,6.7,96.3,Very High (>30 min)
2509270,Oxford,MA,1493.0,125.34,2023-24,nces_ccd,360,30.22,0.5,11.9,68.8,Very High (>30 min)
2509300,Palmer,MA,1085.0,102.64,2023-24,nces_ccd,360,34.06,0.57,10.6,81.1,Very High (>30 min)
2509310,Pathfinder Regional Vocational Technical,MA,643.0,72.58,2023-24,nces_ccd,360,40.64,0.68,8.9,90.7,Very High (>30 min)
2509360,Peabody,MA,5832.0,479.81,2023-24,nces_ccd,360,29.62,0.49,12.2,66.1,High (25-30 min)
2509390,Pelham,MA,129.0,12.78,2023-24,nces_ccd,360,35.67,0.59,10.1,84.4,Very High (>30 min)
2509420,Pembroke,MA,2417.0,186.88,2023-24,nces_ccd,360,27.83,0.46,12.9,58.1,High (25-30 min)
2509450,Pentucket,MA,2225.0,184.4,2023-24,nces_ccd,360,29.84,0.5,12.1,67.0,High (25-30 min)
2509540,Petersham,MA,133.0,11.43,2023-24,nces_ccd,360,30.94,0.52,11.6,71.5,Very High (>30 min)
2509600,Pioneer Valley,MA,616.0,58.13,2023-24,nces_ccd,360,33.97,0.57,10.6,80.9,Very High (>30 min)
2509630,Pittsfield,MA,4876.0,513.65,2023-24,nces_ccd,360,37.92,0.63,9.5,88.1,Very High (>30 min)
2509690,Plainville,MA,635.0,51.5,2023-24,nces_ccd,360,29.2,0.49,12.3,64.3,High (25-30 min)
2509720,Plymouth,MA,7055.0,630.36,2023-24,nces_ccd,360,32.17,0.54,11.2,75.8,Very High (>30 min)
2509780,Plympton,MA,253.0,18.7,2023-24,nces_ccd,360,26.61,0.44,13.5,51.7,High (25-30 min)
2509840,Provincetown,MA,137.0,18.89,2023-24,nces_ccd,360,49.64,0.83,7.3,95.2,Very High (>30 min)
2509870,Quincy,MA,9695.0,758.5,2023-24,nces_ccd,360,28.17,0.47,12.8,59.6,High (25-30 min)
2509900,Ralph C Mahar,MA,504.0,59.85,2023-24,nces_ccd,360,42.75,0.71,8.4,92.3,Very High (>30 min)
2509930,Randolph,MA,2685.0,243.13,2023-24,nces_ccd,360,32.6,0.54,11.0,77.2,Very High (>30 min)
2509990,Reading,MA,3850.0,297.83,2023-24,nces_ccd,360,27.85,0.46,12.9,58.1,High (25-30 min)
2510050,Revere,MA,7344.0,646.22,2023-24,nces_ccd,360,31.68,0.53,11.4,74.3,Very High (>30 min)
2510080,Richmond,MA,158.0,19.38,2023-24,nces_ccd,360,44.16,0.74,8.2,93.2,Very High (>30 min)
2510140,Rochester,MA,494.0,41.26,2023-24,nces_ccd,360,30.07,0.5,12.0,68.0,Very High (>30 min)
2510170,Rockland,MA,2140.0,175.34,2023-24,nces_ccd,360,29.5,0.49,12.2,65.5,High (25-30 min)
2510200,Rockport,MA,671.0,82.14,2023-24,nces_ccd,360,44.07,0.73,8.2,93.1,Very High (>30 min)
2510230,Rowe,MA,61.0,9.1,2023-24,nces_ccd,360,53.7,0.9,6.7,96.2,Very High (>30 min)
2510380,Salem,MA,3811.0,357.93,2023-24,nces_ccd,360,33.81,0.56,10.6,80.5,Very High (>30 min)
2510470,Sandwich,MA,2129.0,192.95,2023-24,nces_ccd,360,32.63,0.54,11.0,77.3,Very High (>30 min)
2510500,Saugus,MA,2610.0,182.05,2023-24,nces_ccd,360,25.11,0.42,14.3,43.8,High (25-30 min)
2510530,Savoy,MA,47.0,7.1,2023-24,nces_ccd,360,54.38,0.91,6.6,96.4,Very High (>30 min)
2510560,Scituate,MA,2745.0,236.21,2023-24,nces_ccd,360,30.98,0.52,11.6,71.7,Very High (>30 min)
2510590,Seekonk,MA,2061.0,177.25,2023-24,nces_ccd,360,30.96,0.52,11.6,71.6,Very High (>30 min)
2510615,Shawsheen Valley Regional Vocational Technical,MA,1306.0,131.9,2023-24,nces_ccd,360,36.36,0.61,9.9,85.9,Very High (>30 min)
2510620,Sharon,MA,3436.0,273.77,2023-24,nces_ccd,360,28.68,0.48,12.6,62.2,High (25-30 min)
2510710,Sherborn,MA,401.0,34.34,2023-24,nces_ccd,360,30.83,0.51,11.7,71.1,Very High (>30 min)
2510770,Shrewsbury,MA,5921.0,437.32,2023-24,nces_ccd,360,26.59,0.44,13.5,51.6,High (25-30 min)
2510800,Shutesbury,MA,111.0,17.7,2023-24,nces_ccd,360,57.41,0.96,6.3,96.9,Very High (>30 min)
2510830,Silver Lake,MA,1589.0,128.04,2023-24,nces_ccd,360,29.01,0.48,12.4,63.5,High (25-30 min)
2510860,Somerset,MA,1597.0,132.38,2023-24,nces_ccd,360,29.84,0.5,12.1,67.0,High (25-30 min)
2510890,Somerville,MA,4927.0,440.7,2023-24,nces_ccd,360,32.2,0.54,11.2,75.9,Very High (>30 min)
2510920,South Hadley,MA,1644.0,151.93,2023-24,nces_ccd,360,33.27,0.55,10.8,79.1,Very High (>30 min)
2510930,South Shore Regional Vocational Technical,MA,667.0,64.27,2023-24,nces_ccd,360,34.69,0.58,10.4,82.5,Very High (>30 min)
2510950,Southampton,MA,471.0,36.5,2023-24,nces_ccd,360,27.9,0.46,12.9,58.4,High (25-30 min)
2510980,Southborough,MA,1304.0,109.82,2023-24,nces_ccd,360,30.32,0.51,11.9,69.2,Very High (>30 min)
2511010,Southbridge,MA,1885.0,171.21,2023-24,nces_ccd,360,32.7,0.55,11.0,77.5,Very High (>30 min)
2511020,Southeastern Regional Vocational Technical,MA,1597.0,129.0,2023-24,nces_ccd,360,29.08,0.48,12.4,63.8,High (25-30 min)
2511040,Southern Berkshire,MA,614.0,76.46,2023-24,nces_ccd,360,44.83,0.75,8.0,93.5,Very High (>30 min)
2511050,Southern Worcester County Regional Vocational District,MA,1193.0,115.02,2023-24,nces_ccd,360,34.71,0.58,10.4,82.6,Very High (>30 min)
2511060,South Middlesex Regional Vocational Technical,MA,871.0,91.25,2023-24,nces_ccd,360,37.72,0.63,9.5,87.8,Very High (>30 min)
2511130,Springfield,MA,23693.0,2171.46,2023-24,nces_ccd,360,32.99,0.55,10.9,78.3,Very High (>30 min)
2511220,Stoneham,MA,2289.0,212.1,2023-24,nces_ccd,360,33.36,0.56,10.8,79.3,Very High (>30 min)
2511250,Stoughton,MA,3686.0,321.85,2023-24,nces_ccd,360,31.43,0.52,11.5,73.4,Very High (>30 min)
2511310,Sturbridge,MA,902.0,72.0,2023-24,nces_ccd,360,28.74,0.48,12.5,62.4,High (25-30 min)
2511340,Sudbury,MA,2539.0,229.03,2023-24,nces_ccd,360,32.47,0.54,11.1,76.8,Very High (>30 min)
2511370,Sunderland,MA,183.0,23.9,2023-24,nces_ccd,360,47.02,0.78,7.7,94.5,Very High (>30 min)
2511400,Sutton,MA,1310.0,98.03,2023-24,nces_ccd,360,26.94,0.45,13.4,53.4,High (25-30 min)
2511430,Swampscott,MA,2078.0,188.12,2023-24,nces_ccd,360,32.59,0.54,11.0,77.1,Very High (>30 min)
2511460,Swansea,MA,2049.0,150.33,2023-24,nces_ccd,360,26.41,0.44,13.6,50.6,High (25-30 min)
2511490,Tantasqua,MA,1759.0,149.41,2023-24,nces_ccd,360,30.58,0.51,11.8,70.1,Very High (>30 min)
2511520,Taunton,MA,8018.0,556.55,2023-24,nces_ccd,360,24.99,0.42,14.4,43.1,Moderate (20-25 min)
2511580,Tewksbury,MA,3205.0,254.1,2023-24,nces_ccd,360,28.54,0.48,12.6,61.4,High (25-30 min)
2511670,Topsfield,MA,611.0,54.74,2023-24,nces_ccd,360,32.25,0.54,11.2,76.1,Very High (>30 min)
2511730,Truro,MA,91.0,16.05,2023-24,nces_ccd,360,63.49,1.06,5.7,97.6,Very High (>30 min)
2511735,Tri-County Regional Vocational Technical,MA,964.0,85.9,2023-24,nces_ccd,360,32.08,0.53,11.2,75.5,Very High (>30 min)
2511740,Triton,MA,2155.0,211.18,2023-24,nces_ccd,360,35.28,0.59,10.2,83.7,Very High (>30 min)
2511760,Tyngsborough,MA,1542.0,126.54,2023-24,nces_ccd,360,29.54,0.49,12.2,65.7,High (25-30 min)
2511800,Upper Cape Cod Regional Vocational Technical,MA,826.0,86.8,2023-24,nces_ccd,360,37.83,0.63,9.5,87.9,Very High (>30 min)
2511850,Uxbridge,MA,1632.0,135.4,2023-24,nces_ccd,360,29.87,0.5,12.1,67.1,High (25-30 min)
2511880,Wachusett,MA,6676.0,467.71,2023-24,nces_ccd,360,25.22,0.42,14.3,44.4,High (25-30 min)
2511910,Wakefield,MA,3365.0,287.15,2023-24,nces_ccd,360,30.72,0.51,11.7,70.7,Very High (>30 min)
2511940,Wales,MA,93.0,10.8,2023-24,nces_ccd,360,41.81,0.7,8.6,91.7,Very High (>30 min)
2511970,Walpole,MA,3633.0,305.68,2023-24,nces_ccd,360,30.29,0.5,11.9,69.0,Very High (>30 min)
2512000,Waltham,MA,5709.0,552.3,2023-24,nces_ccd,360,34.83,0.58,10.3,82.8,Very High (>30 min)
2512030,Ware,MA,1124.0,89.51,2023-24,nces_ccd,360,28.67,0.48,12.6,62.1,High (25-30 min)
2512060,Wareham,MA,1950.0,177.96,2023-24,nces_ccd,360,32.85,0.55,11.0,77.9,Very High (>30 min)
2512100,Quaboag Regional,MA,1118.0,89.18,2023-24,nces_ccd,360,28.72,0.48,12.5,62.4,High (25-30 min)
2512180,Watertown,MA,2717.0,266.53,2023-24,nces_ccd,360,35.31,0.59,10.2,83.8,Very High (>30 min)
2512210,Wayland,MA,2745.0,240.62,2023-24,nces_ccd,360,31.56,0.53,11.4,73.9,Very High (>30 min)
2512240,Webster,MA,1699.0,145.65,2023-24,nces_ccd,360,30.86,0.51,11.7,71.3,Very High (>30 min)
2512270,Wellesley,MA,4101.0,391.67,2023-24,nces_ccd,360,34.38,0.57,10.5,81.8,Very High (>30 min)
2512300,Wellfleet,MA,91.0,12.55,2023-24,nces_ccd,360,49.65,0.83,7.3,95.3,Very High (>30 min)
2512390,West Boylston,MA,903.0,79.79,2023-24,nces_ccd,360,31.81,0.53,11.3,74.7,Very High (>30 min)
2512420,West Bridgewater,MA,1402.0,103.38,2023-24,nces_ccd,360,26.55,0.44,13.6,51.5,High (25-30 min)
2512510,West Springfield,MA,3966.0,343.32,2023-24,nces_ccd,360,31.16,0.52,11.6,72.3,Very High (>30 min)
2512570,Tisbury,MA,271.0,39.82,2023-24,nces_ccd,360,52.9,0.88,6.8,96.1,Very High (>30 min)
2512600,Westborough,MA,3887.0,333.88,2023-24,nces_ccd,360,30.92,0.52,11.6,71.5,Very High (>30 min)
2512630,Westfield,MA,4808.0,418.88,2023-24,nces_ccd,360,31.36,0.52,11.5,73.2,Very High (>30 min)
2512660,Westford,MA,4451.0,367.68,2023-24,nces_ccd,360,29.74,0.5,12.1,66.6,High (25-30 min)
2512690,Westhampton,MA,104.0,17.0,2023-24,nces_ccd,360,58.85,0.98,6.1,97.1,Very High (>30 min)
2512750,Weston,MA,2036.0,173.83,2023-24,nces_ccd,360,30.74,0.51,11.7,70.8,Very High (>30 min)
2512780,Westport,MA,1506.0,124.48,2023-24,nces_ccd,360,29.76,0.5,12.1,66.6,High (25-30 min)
2512810,Westwood,MA,2881.0,238.03,2023-24,nces_ccd,360,29.74,0.5,12.1,66.6,High (25-30 min)
2512840,Weymouth,MA,5641.0,458.53,2023-24,nces_ccd,360,29.26,0.49,12.3,64.6,High (25-30 min)
2512870,Whately,MA,125.0,15.7,2023-24,nces_ccd,360,45.22,0.75,8.0,93.7,Very High (>30 min)
2512930,Whitman-Hanson,MA,3483.0,254.7,2023-24,nces_ccd,360,26.33,0.44,13.7,50.1,High (25-30 min)
2512950,Whittier Regional Vocational Technical,MA,1279.0,124.17,2023-24,nces_ccd,360,34.95,0.58,10.3,83.1,Very High (>30 min)
2512990,Williamsburg,MA,123.0,17.05,2023-24,nces_ccd,360,49.9,0.83,7.2,95.3,Very High (>30 min)
2513050,Wilmington,MA,2760.0,262.18,2023-24,nces_ccd,360,34.2,0.57,10.5,81.4,Very High (>30 min)
2513080,Winchendon,MA,1219.0,90.68,2023-24,nces_ccd,360,26.78,0.45,13.4,52.6,High (25-30 min)
2513110,Winchester,MA,4331.0,342.38,2023-24,nces_ccd,360,28.46,0.47,12.6,61.0,High (25-30 min)
2513170,Winthrop,MA,1965.0,157.58,2023-24,nces_ccd,360,28.87,0.48,12.5,63.0,High (25-30 min)
2513200,Woburn,MA,4424.0,383.35,2023-24,nces_ccd,360,31.19,0.52,11.5,72.5,Very High (>30 min)
2513230,Worcester,MA,24350.0,2042.88,2023-24,nces_ccd,360,30.2,0.5,11.9,68.6,Very High (>30 min)
2513260,Worthington,MA,73.0,9.19,2023-24,nces_ccd,360,45.32,0.76,7.9,93.8,Very High (>30 min)
2513290,Wrentham,MA,981.0,79.94,2023-24,nces_ccd,360,29.34,0.49,12.3,64.9,High (25-30 min)
2513321,Farmington River Reg,MA,129.0,14.2,2023-24,nces_ccd,360,39.63,0.66,9.1,89.9,Very High (>30 min)
2513322,Worcester Cultural Academy Charter Public School,MA,136.0,8.43,2023-24,nces_ccd,360,22.31,0.37,16.1,29.1,Moderate (20-25 min)
2513323,Warwick,MA,27.0,5.2,2023-24,nces_ccd,360,69.33,1.16,5.2,98.0,Very High (>30 min)
2600001,Michigan Department of Corrections,MI,49.0,0.0,2023-24,nces_ccd,360,0.0,0.0,inf,1.2,Unknown
2600004,Michigan Department of Human Services,MI,56.0,0.0,2023-24,nces_ccd,360,0.0,0.0,inf,1.2,Unknown
2600005,Battle Creek Public Schools,MI,3693.0,258.57,2023-24,nces_ccd,360,25.21,0.42,14.3,44.4,High (25-30 min)
2600006,Bessemer Area School District,MI,352.0,28.99,2023-24,nces_ccd,360,29.65,0.49,12.1,66.2,High (25-30 min)
2600007,Harbor Beach Community Schools,MI,477.0,28.68,2023-24,nces_ccd,360,21.65,0.36,16.6,26.1,Moderate (20-25 min)
2600010,Sigel Township S/D #3F,MI,32.0,2.24,2023-24,nces_ccd,360,25.2,0.42,14.3,44.3,High (25-30 min)
2600011,Sigel Township S/D #4F,MI,25.0,2.24,2023-24,nces_ccd,360,32.26,0.54,11.2,76.1,Very High (>30 min)
2600012,St. Ignace Area Schools,MI,402.0,31.93,2023-24,nces_ccd,360,28.59,0.48,12.6,61.7,High (25-30 min)
2600013,Marquette Area Public Schools,MI,3227.0,194.8,2023-24,nces_ccd,360,21.73,0.36,16.6,26.4,Moderate (20-25 min)
2600014,Ewen-Trout Creek Consolidated School District,MI,165.0,12.41,2023-24,nces_ccd,360,27.08,0.45,13.3,54.2,High (25-30 min)
2600015,Wayne-Westland Community School District,MI,9613.0,623.7,2023-24,nces_ccd,360,23.36,0.39,15.4,34.4,Moderate (20-25 min)
2600016,Crestwood School District,MI,3692.0,232.05,2023-24,nces_ccd,360,22.63,0.38,15.9,30.7,Moderate (20-25 min)
2600017,Bad Axe Public Schools,MI,835.0,54.34,2023-24,nces_ccd,360,23.43,0.39,15.4,34.7,Moderate (20-25 min)
2600018,L'Anse Area Schools,MI,485.0,35.77,2023-24,nces_ccd,360,26.55,0.44,13.6,51.5,High (25-30 min)
2600019,Superior Central School District,MI,325.0,22.47,2023-24,nces_ccd,360,24.89,0.41,14.5,42.5,Moderate (20-25 min)
2600020,Windover High School,MI,111.0,3.4,2023-24,nces_ccd,360,11.03,0.18,32.6,3.7,Very Low (<15 min)
2600067,Bay-Arenac Community High School,MI,188.0,11.0,2023-24,nces_ccd,360,21.06,0.35,17.1,23.8,Moderate (20-25 min)
2600068,Pansophia Academy,MI,472.0,25.8,2023-24,nces_ccd,360,19.68,0.33,18.3,18.6,Low (15-20 min)
2600069,Concord Academy - Boyne,MI,158.0,9.7,2023-24,nces_ccd,360,22.1,0.37,16.3,28.2,Moderate (20-25 min)
2600071,Joseph K. Lumsden Bahweting Anishnabe Academy,MI,597.0,47.42,2023-24,nces_ccd,360,28.59,0.48,12.6,61.7,High (25-30 min)
2600073,Island City Academy,MI,197.0,12.65,2023-24,nces_ccd,360,23.12,0.39,15.6,33.1,Moderate (20-25 min)
2600074,Concord Academy - Petoskey,MI,144.0,11.83,2023-24,nces_ccd,360,29.58,0.49,12.2,65.9,High (25-30 min)
2600076,Woodland Park Academy,MI,277.0,23.0,2023-24,nces_ccd,360,29.89,0.5,12.0,67.2,High (25-30 min)
2600078,Woodland School,MI,212.0,13.64,2023-24,nces_ccd,360,23.16,0.39,15.5,33.4,Moderate (20-25 min)
2600079,Cole Academy,MI,333.0,20.0,2023-24,nces_ccd,360,21.62,0.36,16.6,26.0,Moderate (20-25 min)
2600082,Mid-Michigan Leadership Academy,MI,299.0,25.0,2023-24,nces_ccd,360,30.1,0.5,12.0,68.1,Very High (>30 min)
2600087,Renaissance Public School Academy,MI,438.0,27.15,2023-24,nces_ccd,360,22.32,0.37,16.1,29.2,Moderate (20-25 min)
2600088,Da Vinci Schools,MI,468.0,20.7,2023-24,nces_ccd,360,15.92,0.27,22.6,8.5,Low (15-20 min)
2600090,New Branches Charter Academy,MI,359.0,22.4,2023-24,nces_ccd,360,22.46,0.37,16.0,29.9,Moderate (20-25 min)
2600092,West MI Academy of Environmental Science,MI,669.0,52.35,2023-24,nces_ccd,360,28.17,0.47,12.8,59.6,High (25-30 min)
2600093,Excel Charter Academy,MI,783.0,40.62,2023-24,nces_ccd,360,18.68,0.31,19.3,15.4,Low (15-20 min)
2600096,Byron Center Charter School,MI,190.0,18.4,2023-24,nces_ccd,360,34.86,0.58,10.3,82.9,Very High (>30 min)
2600097,Vista Charter Academy,MI,666.0,43.85,2023-24,nces_ccd,360,23.7,0.39,15.2,35.9,Moderate (20-25 min)
2600098,Vanguard Charter Academy,MI,791.0,40.75,2023-24,nces_ccd,360,18.55,0.31,19.4,15.0,Low (15-20 min)
2600099,Kensington Woods Schools,MI,103.0,10.15,2023-24,nces_ccd,360,35.48,0.59,10.1,84.1,Very High (>30 min)
2600100,Charyl Stockwell Academy,MI,1253.0,73.6,2023-24,nces_ccd,360,21.15,0.35,17.0,24.2,Moderate (20-25 min)
2600101,Macomb Academy,MI,38.0,3.0,2023-24,nces_ccd,360,28.42,0.47,12.7,60.8,High (25-30 min)
2600103,Nah Tah Wahsh Public School Academy,MI,184.0,21.0,2023-24,nces_ccd,360,41.09,0.68,8.8,91.1,Very High (>30 min)
